Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,245,15945,16527,582,DN,2021,Toyota,Tacoma
10/9/2021,245,16527,16861,334,DN,2021,Toyota,Tacoma
10/16/2021,245,16861,17149,288,DN,2021,Toyota,Tacoma
10/23/2021,245,17149,17441,292,DN,2021,Toyota,Tacoma
10/30/2021,245,17441,17821,380,DN,2021,Toyota,Tacoma
11/13/2021,245,18152,18448,296,DN,2021,Toyota,Tacoma
11/20/2021,245,18448,18826,378,DN,2021,Toyota,Tacoma
11/27/2021,245,18826,19050,224,DN,2021,Toyota,Tacoma
12/4/2021,245,19050,19426,376,DN,2021,Toyota,Tacoma
12/11/2021,245,19426,19890,464,DN,2021,Toyota,Tacoma
12/18/2021,245,19890,20320,430,DN,2021,Toyota,Tacoma
12/25/2021,245,20320,20815,495,DN,2021,Toyota,Tacoma
1/1/2022,245,20815,21400,585,DN,2021,Toyota,Tacoma
1/8/2022,245,21977,22457,480,DN,2021,Toyota,Tacoma
1/22/2022,245,22457,22808,351,DN,2021,Toyota,Tacoma
1/29/2022,245,22808,23447,639,DN,2021,Toyota,Tacoma
2/5/2022,245,23447,23986,539,DN,2021,Toyota,Tacoma
2/5/2022,245,24487,24868,381,DN,2021,Toyota,Tacoma
2/26/2022,245,24868,25192,324,DN,2021,Toyota,Tacoma
3/5/2022,245,25192,25683,491,DN,2021,Toyota,Tacoma
3/12/2022,245,25683,26220,537,DN,2021,Toyota,Tacoma
3/19/2022,245,26220,26465,245,DN,2021,Toyota,Tacoma
3/26/2022,245,26465,27034,569,DN,2021,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
