Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,238,52741,53042,301,SC,2019,Toyota,Tacoma
10/9/2021,238,53042,53470,428,SC,2019,Toyota,Tacoma
10/16/2021,238,53470,53639,169,SC,2019,Toyota,Tacoma
10/23/2021,238,53639,54045,406,SC,2019,Toyota,Tacoma
10/30/2021,238,54045,54436,391,SC,2019,Toyota,Tacoma
11/6/2021,238,54436,54730,294,SC,2019,Toyota,Tacoma
11/13/2021,238,54730,55259,529,SC,2019,Toyota,Tacoma
11/20/2021,238,55259,55480,221,SC,2019,Toyota,Tacoma
2/19/2022,238,55549,55737,188,SC,2019,Toyota,Tacoma
3/5/2022,238,55737,55934,197,SC,2019,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
