Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,745,122179,122799,620,PK,2015,Toyota,Tacoma
10/9/2021,745,122799,123286,487,PK,2015,Toyota,Tacoma
10/23/2021,745,123746,124315,569,PK,2015,Toyota,Tacoma
10/30/2021,745,124315,124820,505,PK,2015,Toyota,Tacoma
11/6/2021,745,124820,125352,532,PK,2015,Toyota,Tacoma
11/13/2021,745,125352,126018,666,PK,2015,Toyota,Tacoma
11/20/2021,745,126018,126483,465,PK,2015,Toyota,Tacoma
11/27/2021,745,126483,126900,417,PK,2015,Toyota,Tacoma
12/4/2021,745,126900,127441,541,PK,2015,Toyota,Tacoma
12/11/2021,745,127441,128061,620,PK,2015,Toyota,Tacoma
12/18/2021,745,128061,128291,230,PK,2015,Toyota,Tacoma
1/15/2022,745,129039,129688,649,PK,2015,Toyota,Tacoma
1/22/2022,745,129688,130393,705,PK,2015,Toyota,Tacoma
2/5/2022,745,131248,132206,958,PK,2015,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
