Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,243,19999,20521,522,DN,2020,Toyota,Tacoma
10/9/2021,243,20521,20835,314,DN,2020,Toyota,Tacoma
10/16/2021,243,20835,21054,219,DN,2020,Toyota,Tacoma
10/23/2021,243,21054,21464,410,DN,2020,Toyota,Tacoma
10/30/2021,243,21464,21632,168,DN,2020,Toyota,Tacoma
11/6/2021,243,21632,22202,570,DN,2020,Toyota,Tacoma
11/13/2021,243,22202,22405,203,DN,2020,Toyota,Tacoma
11/20/2021,243,22405,22859,454,DN,2020,Toyota,Tacoma
11/27/2021,243,22930,23001,71,DN,2020,Toyota,Tacoma
12/4/2021,243,23001,23349,348,DN,2020,Toyota,Tacoma
12/11/2021,243,23349,23729,380,DN,2020,Toyota,Tacoma
12/18/2021,243,23729,23747,18,DN,2020,Toyota,Tacoma
12/25/2021,243,23747,23802,55,DN,2020,Toyota,Tacoma
1/1/2022,243,23802,23927,125,DN,2020,Toyota,Tacoma
1/8/2022,243,23927,24273,346,DN,2020,Toyota,Tacoma
1/15/2022,243,24273,24498,225,DN,2020,Toyota,Tacoma
2/5/2022,243,24685,24932,247,DN,2020,Toyota,Tacoma
2/12/2022,243,24932,25184,252,DN,2020,Toyota,Tacoma
2/19/2022,243,25184,25262,78,DN,2020,Toyota,Tacoma
2/26/2022,243,25262,25389,127,DN,2020,Toyota,Tacoma
3/5/2022,243,25389,25559,170,DN,2020,Toyota,Tacoma
3/12/2022,243,25635,25681,46,DN,2020,Toyota,Tacoma
3/19/2022,243,25681,26198,517,DN,2020,Toyota,Tacoma
3/26/2022,243,26198,26214,16,DN,2020,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
