Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,220,133880,134360,480,GS,2016,Toyota,Tacoma
10/16/2021,220,134650,135110,460,GS,2016,Toyota,Tacoma
10/23/2021,220,135110,135800,690,GS,2016,Toyota,Tacoma
10/30/2021,220,135800,136350,550,GS,2016,Toyota,Tacoma
11/6/2021,220,136350,136615,265,GS,2016,Toyota,Tacoma
11/13/2021,220,136615,137215,600,GS,2016,Toyota,Tacoma
11/20/2021,220,137215,137760,545,GS,2016,Toyota,Tacoma
11/27/2021,220,137760,138100,340,GS,2016,Toyota,Tacoma
12/4/2021,220,138100,138478,378,GS,2016,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
