Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/9/2021,743,152001,152406,405,PK,2015,Toyota,Tacoma
10/16/2021,743,152406,152907,501,PK,2015,Toyota,Tacoma
10/23/2021,743,152907,153720,813,PK,2015,Toyota,Tacoma
10/30/2021,743,153720,154364,644,PK,2015,Toyota,Tacoma
11/6/2021,743,154364,154811,447,PK,2015,Toyota,Tacoma
11/13/2021,743,154811,155226,415,PK,2015,Toyota,Tacoma
11/20/2021,743,155228,155232,4,PK,2015,Toyota,Tacoma
11/27/2021,743,155232,155581,349,PK,2015,Toyota,Tacoma
12/4/2021,743,155581,155947,366,PK,2015,Toyota,Tacoma
12/11/2021,743,156001,156207,206,PK,2015,Toyota,Tacoma
12/18/2021,743,156277,156658,381,PK,2015,Toyota,Tacoma
1/15/2022,743,156930,157302,372,PK,2015,Toyota,Tacoma
1/22/2022,743,157302,157700,398,PK,2015,Toyota,Tacoma
1/29/2022,743,157700,157919,219,PK,2015,Toyota,Tacoma
2/5/2022,743,157919,158327,408,PK,2015,Toyota,Tacoma
2/19/2022,743,158808,159113,305,PK,2015,Toyota,Tacoma
2/26/2022,743,159113,159340,227,PK,2015,Toyota,Tacoma
3/5/2022,743,159340,159632,292,PK,2015,Toyota,Tacoma
3/12/2022,743,159632,159838,206,PK,2015,Toyota,Tacoma
3/19/2022,743,159838,160178,340,PK,2015,Toyota,Tacoma
3/26/2022,743,160178,160460,282,PK,2015,Toyota,Tacoma
4/2/2022,743,160460,160835,375,PK,2015,Toyota,Tacoma
4/9/2022,743,160851,161228,377,PK,2015,Toyota,Tacoma
4/16/2022,743,161228,161527,299,PK,2015,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
