Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,232,113360,113644,284,SC,2015,Toyota,Tacoma
10/23/2021,232,113644,114102,458,SC,2015,Toyota,Tacoma
10/30/2021,232,114102,114686,584,SC,2015,Toyota,Tacoma
11/6/2021,232,114686,115027,341,SC,2015,Toyota,Tacoma
11/13/2021,232,115027,115414,387,SC,2015,Toyota,Tacoma
11/20/2021,232,115414,116153,739,SC,2015,Toyota,Tacoma
11/27/2021,232,116153,116536,383,SC,2015,Toyota,Tacoma
12/4/2021,232,116536,116983,447,SC,2015,Toyota,Tacoma
12/11/2021,232,116983,117846,863,SC,2015,Toyota,Tacoma
12/18/2021,232,117846,118410,564,SC,2015,Toyota,Tacoma
12/25/2021,232,118410,118790,380,SC,2015,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
