Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,746,139273,140385,1112,DN,2015,Chevy,Colorado
10/9/2021,746,140385,141121,736,DN,2015,Chevy,Colorado
10/23/2021,746,141141,142023,882,DN,2015,Chevy,Colorado
11/6/2021,746,143053,144001,948,DN,2015,Chevy,Colorado
11/13/2021,746,144001,145100,1099,DN,2015,Chevy,Colorado
11/20/2021,746,145100,145964,864,DN,2015,Chevy,Colorado
12/25/2021,746,146270,146624,354,DN,2015,Chevy,Colorado
1/8/2022,746,146698,146740,42,DN,2015,Chevy,Colorado
1/22/2022,746,146982,147267,285,DN,2015,Chevy,Colorado
1/29/2022,746,147276,147710,434,DN,2015,Chevy,Colorado
2/5/2022,746,147868,148060,192,DN,2015,Chevy,Colorado
2/12/2022,746,148060,148415,355,DN,2015,Chevy,Colorado
2/19/2022,746,148439,148883,444,DN,2015,Chevy,Colorado
2/26/2022,746,148920,149089,169,DN,2015,Chevy,Colorado
3/5/2022,746,149089,149318,229,DN,2015,Chevy,Colorado
3/12/2022,746,149318,149613,295,DN,2015,Chevy,Colorado
3/26/2022,746,149921,150107,186,DN,2015,Chevy,Colorado
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
