Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,174,153936,154342,406,DN,2014,Ford,F-150
10/9/2021,174,154342,154914,572,DN,2014,Ford,F-150
10/16/2021,174,155004,155602,598,DN,2014,Ford,F-150
10/23/2021,174,155700,156400,700,DN,2014,Ford,F-150
10/30/2021,174,156552,157105,553,DN,2014,Ford,F-150
11/6/2021,174,157105,157600,495,DN,2014,Ford,F-150
11/20/2021,174,158017,158498,481,DN,2014,Ford,F-150
11/27/2021,174,158498,158900,402,DN,2014,Ford,F-150
12/18/2021,174,159711,160152,441,DN,2014,Ford,F-150
12/25/2021,174,160152,160535,383,DN,2014,Ford,F-150
1/1/2022,174,160535,160931,396,DN,2014,Ford,F-150
1/8/2022,174,160931,161420,489,DN,2014,Ford,F-150
1/15/2022,174,161420,161910,490,DN,2014,Ford,F-150
1/22/2022,174,161910,162421,511,DN,2014,Ford,F-150
1/29/2022,174,162421,163023,602,DN,2014,Ford,F-150
2/5/2022,174,163023,163456,433,DN,2014,Ford,F-150
2/12/2022,174,163456,164100,644,DN,2014,Ford,F-150
2/19/2022,174,164100,164613,513,DN,2014,Ford,F-150
2/26/2022,174,164613,165070,457,DN,2014,Ford,F-150
3/5/2022,174,165070,165543,473,DN,2014,Ford,F-150
3/12/2022,174,165543,165911,368,DN,2014,Ford,F-150
3/19/2022,174,165911,166378,467,DN,2014,Ford,F-150
,,,,,,,,
,,,,,,,,
,,,,,,,,
