Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,216,95696,95897,201,GS,2014,Toyota,Tacoma
10/9/2021,216,95897,95973,76,GS,2014,Toyota,Tacoma
10/16/2021,216,95973,96268,295,GS,2014,Toyota,Tacoma
10/23/2021,216,96268,96487,219,GS,2014,Toyota,Tacoma
10/30/2021,216,96487,96705,218,GS,2014,Toyota,Tacoma
11/6/2021,216,96705,97178,473,GS,2014,Toyota,Tacoma
11/13/2021,216,97178,97474,296,GS,2014,Toyota,Tacoma
11/20/2021,216,97474,97839,365,GS,2014,Toyota,Tacoma
11/27/2021,216,97839,98084,245,GS,2014,Toyota,Tacoma
12/4/2021,216,98084,98400,316,GS,2014,Toyota,Tacoma
12/11/2021,216,98400,98545,145,GS,2014,Toyota,Tacoma
12/18/2021,216,98545,98897,352,GS,2014,Toyota,Tacoma
12/25/2021,216,98897,99066,169,GS,2014,Toyota,Tacoma
1/1/2022,216,99066,99225,159,GS,2014,Toyota,Tacoma
1/8/2022,216,99225,99369,144,GS,2014,Toyota,Tacoma
1/15/2022,216,99369,99853,484,GS,2014,Toyota,Tacoma
1/22/2022,216,99853,100127,274,GS,2014,Toyota,Tacoma
1/29/2022,216,100127,100463,336,GS,2014,Toyota,Tacoma
2/5/2022,216,100463,100781,318,GS,2014,Toyota,Tacoma
2/12/2022,216,100781,100881,100,GS,2014,Toyota,Tacoma
2/19/2022,216,100881,101141,260,GS,2014,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
