Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,247,28566,29286,720,GS,2021,Toyota,Tacoma
10/9/2021,247,29310,30265,955,GS,2021,Toyota,Tacoma
10/16/2021,247,30265,31155,890,GS,2021,Toyota,Tacoma
10/23/2021,247,31155,32060,905,GS,2021,Toyota,Tacoma
10/30/2021,247,32060,32780,720,GS,2021,Toyota,Tacoma
11/6/2021,247,32780,33445,665,GS,2021,Toyota,Tacoma
11/13/2021,247,33445,34640,1195,GS,2021,Toyota,Tacoma
11/20/2021,247,34640,35475,835,GS,2021,Toyota,Tacoma
11/27/2021,247,35475,36010,535,GS,2021,Toyota,Tacoma
12/4/2021,247,36010,37075,1065,GS,2021,Toyota,Tacoma
12/11/2021,247,37075,37795,720,GS,2021,Toyota,Tacoma
12/18/2021,247,37795,38620,825,GS,2021,Toyota,Tacoma
12/25/2021,247,38620,39275,655,GS,2021,Toyota,Tacoma
1/8/2022,247,39275,39860,585,GS,2021,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
