Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,236,24619,25173,554,CS,2020,Toyota,Tacoma
10/9/2021,236,25173,25789,616,CS,2020,Toyota,Tacoma
10/16/2021,236,25789,26204,415,CS,2020,Toyota,Tacoma
10/23/2021,236,26204,26467,263,CS,2020,Toyota,Tacoma
10/30/2021,236,26467,26813,346,CS,2020,Toyota,Tacoma
11/6/2021,236,26813,27182,369,CS,2020,Toyota,Tacoma
11/13/2021,236,27182,27576,394,CS,2020,Toyota,Tacoma
11/27/2021,236,27579,27639,60,CS,2020,Toyota,Tacoma
12/4/2021,236,27639,27865,226,CS,2020,Toyota,Tacoma
12/11/2021,236,27865,28139,274,CS,2020,Toyota,Tacoma
12/18/2021,236,28139,28675,536,CS,2020,Toyota,Tacoma
12/25/2021,236,28675,29005,330,CS,2020,Toyota,Tacoma
1/1/2022,236,29005,29275,270,CS,2020,Toyota,Tacoma
1/8/2022,236,29275,29463,188,CS,2020,Toyota,Tacoma
1/15/2022,236,29463,29707,244,CS,2020,Toyota,Tacoma
1/22/2022,236,29707,30153,446,CS,2020,Toyota,Tacoma
1/29/2022,236,30153,30397,244,CS,2020,Toyota,Tacoma
2/5/2022,236,30397,30600,203,CS,2020,Toyota,Tacoma
2/12/2022,236,30600,30699,99,CS,2020,Toyota,Tacoma
2/19/2022,236,30699,30997,298,CS,2020,Toyota,Tacoma
2/26/2022,236,30997,31210,213,CS,2020,Toyota,Tacoma
3/5/2022,236,31210,31393,183,CS,2020,Toyota,Tacoma
3/12/2022,236,32073,32377,304,CS,2020,Toyota,Tacoma
3/19/2022,236,32377,33000,623,CS,2020,Toyota,Tacoma
3/26/2022,236,33000,33451,451,CS,2020,Toyota,Tacoma
4/2/2022,236,33451,33881,430,CS,2020,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
