Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/30/2021,244,38110,39055,945,FC,2020,Toyota,Tacoma
11/6/2021,244,39055,39567,512,FC,2020,Toyota,Tacoma
11/13/2021,244,39567,40335,768,FC,2020,Toyota,Tacoma
11/20/2021,244,40335,40981,646,FC,2020,Toyota,Tacoma
12/25/2021,244,43720,44172,452,FC,2020,Toyota,Tacoma
1/1/2022,244,44172,44450,278,FC,2020,Toyota,Tacoma
1/15/2022,244,44450,44892,442,FC,2020,Toyota,Tacoma
1/22/2022,244,44892,45318,426,FC,2020,Toyota,Tacoma
1/29/2022,244,45318,45925,607,FC,2020,Toyota,Tacoma
2/5/2022,244,45925,46795,870,FC,2020,Toyota,Tacoma
2/12/2022,244,46795,47225,430,FC,2020,Toyota,Tacoma
2/19/2022,244,47225,48121,896,FC,2020,Toyota,Tacoma
2/26/2022,244,48121,48695,574,FC,2020,Toyota,Tacoma
3/5/2022,244,48695,49450,755,FC,2020,Toyota,Tacoma
3/12/2022,244,49450,50005,555,FC,2020,Toyota,Tacoma
3/19/2022,244,50005,51120,1115,FC,2020,Toyota,Tacoma
3/26/2022,244,51120,51375,255,FC,2020,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
