Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/9/2021,739,181006,181698,692,PK,2012,Toyota,Tacoma
10/16/2021,739,181698,182261,563,PK,2012,Toyota,Tacoma
10/23/2021,739,182261,182767,506,PK,2012,Toyota,Tacoma
10/30/2021,739,182767,183270,503,PK,2012,Toyota,Tacoma
11/6/2021,739,183270,183743,473,PK,2012,Toyota,Tacoma
11/13/2021,739,183743,184190,447,PK,2012,Toyota,Tacoma
11/20/2021,739,184190,184325,135,PK,2012,Toyota,Tacoma
12/11/2021,739,184325,184589,264,PK,2012,Toyota,Tacoma
12/18/2021,739,184589,184689,100,PK,2012,Toyota,Tacoma
1/15/2022,739,185526,185808,282,PK,2012,Toyota,Tacoma
1/22/2022,739,185808,186260,452,PK,2012,Toyota,Tacoma
1/29/2022,739,186260,186747,487,PK,2012,Toyota,Tacoma
2/5/2022,739,186747,187189,442,PK,2012,Toyota,Tacoma
2/19/2022,739,187604,187967,363,PK,2012,Toyota,Tacoma
2/26/2022,739,187967,188294,327,PK,2012,Toyota,Tacoma
3/5/2022,739,188294,188754,460,PK,2012,Toyota,Tacoma
3/12/2022,739,188754,189162,408,PK,2012,Toyota,Tacoma
3/19/2022,739,189162,189680,518,PK,2012,Toyota,Tacoma
3/26/2022,739,189680,190291,611,PK,2012,Toyota,Tacoma
4/2/2022,739,190291,190882,591,PK,2012,Toyota,Tacoma
4/9/2022,739,190882,191559,677,PK,2012,Toyota,Tacoma
4/16/2022,739,191559,192187,628,PK,2012,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
