Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
9/25/2021,237,26200,26507,307,DN,2020,Toyota,Tacoma
10/2/2021,237,26507,26806,299,DN,2020,Toyota,Tacoma
10/9/2021,237,26806,27353,547,DN,2020,Toyota,Tacoma
10/16/2021,237,27353,27829,476,DN,2020,Toyota,Tacoma
10/30/2021,237,27829,28189,360,DN,2020,Toyota,Tacoma
11/6/2021,237,28189,28271,82,DN,2020,Toyota,Tacoma
11/20/2021,237,28829,29029,200,DN,2020,Toyota,Tacoma
11/27/2021,237,29029,29124,95,DN,2020,Toyota,Tacoma
12/4/2021,237,29124,29347,223,DN,2020,Toyota,Tacoma
12/11/2021,237,29347,29663,316,DN,2020,Toyota,Tacoma
12/18/2021,237,29663,30054,391,DN,2020,Toyota,Tacoma
12/25/2021,237,30054,30222,168,DN,2020,Toyota,Tacoma
1/8/2022,237,30222,30356,134,DN,2020,Toyota,Tacoma
1/15/2022,237,30557,30832,275,DN,2020,Toyota,Tacoma
1/22/2022,237,30832,31194,362,DN,2020,Toyota,Tacoma
1/29/2022,237,31194,31466,272,DN,2020,Toyota,Tacoma
2/5/2022,237,31466,31636,170,DN,2020,Toyota,Tacoma
2/12/2022,237,31636,31949,313,DN,2020,Toyota,Tacoma
2/19/2022,237,31949,32215,266,DN,2020,Toyota,Tacoma
2/26/2022,237,32215,32290,75,DN,2020,Toyota,Tacoma
3/5/2022,237,32290,32656,366,DN,2020,Toyota,Tacoma
3/26/2022,237,33077,33403,326,DN,2020,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
