Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,234,59470,60400,930,CS,2020,Toyota,Tacoma
10/9/2021,234,60400,61400,1000,CS,2020,Toyota,Tacoma
10/16/2021,234,61400,62307,907,CS,2020,Toyota,Tacoma
10/30/2021,234,63169,64072,903,CS,2020,Toyota,Tacoma
11/6/2021,234,64072,64883,811,CS,2020,Toyota,Tacoma
11/13/2021,234,64883,65500,617,CS,2020,Toyota,Tacoma
11/20/2021,234,65500,66345,845,CS,2020,Toyota,Tacoma
11/27/2021,234,66345,66783,438,CS,2020,Toyota,Tacoma
12/4/2021,234,66783,67530,747,CS,2020,Toyota,Tacoma
12/11/2021,234,67530,68070,540,CS,2020,Toyota,Tacoma
12/18/2021,234,68070,68841,771,CS,2020,Toyota,Tacoma
1/1/2022,234,68841,69517,676,CS,2020,Toyota,Tacoma
1/8/2022,234,69517,70263,746,CS,2020,Toyota,Tacoma
1/15/2022,234,70263,71095,832,CS,2020,Toyota,Tacoma
1/22/2022,234,71095,71751,656,CS,2020,Toyota,Tacoma
1/29/2022,234,71751,72405,654,CS,2020,Toyota,Tacoma
2/5/2022,234,72415,72832,417,CS,2020,Toyota,Tacoma
2/12/2022,234,72832,73536,704,CS,2020,Toyota,Tacoma
2/19/2022,234,73536,74000,464,CS,2020,Toyota,Tacoma
2/26/2022,234,74000,74629,629,CS,2020,Toyota,Tacoma
3/5/2022,234,74697,75805,1108,CS,2020,Toyota,Tacoma
3/12/2022,234,75805,76240,435,CS,2020,Toyota,Tacoma
3/19/2022,234,76240,76994,754,CS,2020,Toyota,Tacoma
3/26/2022,234,76994,77467,473,CS,2020,Toyota,Tacoma
4/2/2022,234,77467,78000,533,CS,2020,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
