Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,210,121596,122032,436,GS,2015,Toyota,Tacoma
10/9/2021,210,122032,122064,32,GS,2015,Toyota,Tacoma
10/16/2021,210,122064,122220,156,GS,2015,Toyota,Tacoma
10/23/2021,210,122220,122366,146,GS,2015,Toyota,Tacoma
10/30/2021,210,122366,122684,318,GS,2015,Toyota,Tacoma
11/6/2021,210,122684,122752,68,GS,2015,Toyota,Tacoma
11/13/2021,210,122752,122793,41,GS,2015,Toyota,Tacoma
11/20/2021,210,122793,123078,285,GS,2015,Toyota,Tacoma
11/27/2021,210,123078,123093,15,GS,2015,Toyota,Tacoma
12/18/2021,210,123317,123577,260,GS,2015,Toyota,Tacoma
12/25/2021,210,123696,123920,224,GS,2015,Toyota,Tacoma
1/1/2022,210,123920,124176,256,GS,2015,Toyota,Tacoma
1/15/2022,210,124179,124199,20,GS,2015,Toyota,Tacoma
3/26/2022,210,124199,124300,101,GS,2015,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
