Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,212,144439,145620,1181,FC,2018,Ford,F-150
10/16/2021,212,146670,147455,785,FC,2018,Ford,F-150
10/23/2021,212,147455,148613,1158,FC,2018,Ford,F-150
10/30/2021,212,148613,149865,1252,FC,2018,Ford,F-150
11/6/2021,212,149865,150674,809,FC,2018,Ford,F-150
11/27/2021,212,150674,151648,974,FC,2018,Ford,F-150
12/4/2021,212,151648,152319,671,FC,2018,Ford,F-150
12/4/2021,212,152319,153440,1121,FC,2018,Ford,F-150
12/11/2021,212,153440,154367,927,FC,2018,Ford,F-150
12/18/2021,212,154367,155337,970,FC,2018,Ford,F-150
1/8/2022,212,155337,156080,743,FC,2018,Ford,F-150
1/15/2022,212,156080,157594,1514,FC,2018,Ford,F-150
1/22/2022,212,157594,158493,899,FC,2018,Ford,F-150
1/29/2022,212,158493,159498,1005,FC,2018,Ford,F-150
2/5/2022,212,159498,160390,892,FC,2018,Ford,F-150
2/12/2022,212,160390,161483,1093,FC,2018,Ford,F-150
2/19/2022,212,161483,162513,1030,FC,2018,Ford,F-150
2/26/2022,212,162513,163430,917,FC,2018,Ford,F-150
3/5/2022,212,163430,164377,947,FC,2018,Ford,F-150
3/12/2022,212,164377,165219,842,FC,2018,Ford,F-150
3/19/2022,212,165219,166240,1021,FC,2018,Ford,F-150
3/26/2022,212,166240,167208,968,FC,2018,Ford,F-150
4/2/2022,212,167208,168234,1026,FC,2018,Ford,F-150
,,,,,,,,
,,,,,,,,
,,,,,,,,
