Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
9/25/2021,239,83993,84658,665,GS,2015,Toyota,Tacoma
10/2/2021,239,84658,85361,703,GS,2015,Toyota,Tacoma
10/16/2021,239,86037,86686,649,GS,2015,Toyota,Tacoma
12/11/2021,239,89846,90369,523,GS,2015,Toyota,Tacoma
1/15/2022,239,90717,90729,12,GS,2015,Toyota,Tacoma
2/19/2022,239,90746,91077,331,GS,2015,Toyota,Tacoma
2/26/2022,239,91077,91431,354,GS,2015,Toyota,Tacoma
3/5/2022,239,91431,91806,375,GS,2015,Toyota,Tacoma
3/12/2022,239,91806,92148,342,GS,2015,Toyota,Tacoma
3/19/2022,239,92148,92436,288,GS,2015,Toyota,Tacoma
3/26/2022,239,92436,93297,861,GS,2015,Toyota,Tacoma
4/2/2022,239,93297,94079,782,GS,2015,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
