Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,222,35427,35741,314,CS,2019,Ford,F-150
10/9/2021,222,35741,36163,422,CS,2019,Ford,F-150
10/16/2021,222,36163,36490,327,CS,2019,Ford,F-150
10/23/2021,222,36490,36982,492,CS,2019,Ford,F-150
10/30/2021,222,36982,37688,706,CS,2019,Ford,F-150
12/11/2021,222,38728,39258,530,CS,2019,Ford,F-150
12/25/2021,222,39972,40379,407,CS,2019,Ford,F-150
1/1/2022,222,40379,40684,305,CS,2019,Ford,F-150
1/8/2022,222,40684,41188,504,CS,2019,Ford,F-150
1/15/2022,222,41188,41747,559,CS,2019,Ford,F-150
1/22/2022,222,41747,42263,516,CS,2019,Ford,F-150
1/29/2022,222,42263,42792,529,CS,2019,Ford,F-150
2/5/2022,222,42792,43124,332,CS,2019,Ford,F-150
2/12/2022,222,43124,43646,522,CS,2019,Ford,F-150
2/19/2022,222,43646,44168,522,CS,2019,Ford,F-150
2/26/2022,222,44168,44299,131,CS,2019,Ford,F-150
3/5/2022,222,44299,44841,542,CS,2019,Ford,F-150
3/12/2022,222,44841,45433,592,CS,2019,Ford,F-150
3/19/2022,222,45433,46078,645,CS,2019,Ford,F-150
3/26/2022,222,46078,46839,761,CS,2019,Ford,F-150
4/2/2022,222,46839,47638,799,CS,2019,Ford,F-150
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
