Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,241,26026,26484,458,FC,2020,Toyota,Tacoma
10/9/2021,241,26484,26768,284,FC,2020,Toyota,Tacoma
10/16/2021,241,26768,27085,317,FC,2020,Toyota,Tacoma
10/23/2021,241,27085,27276,191,FC,2020,Toyota,Tacoma
10/30/2021,241,27276,27611,335,FC,2020,Toyota,Tacoma
11/6/2021,241,27611,28008,397,FC,2020,Toyota,Tacoma
11/13/2021,241,28008,28262,254,FC,2020,Toyota,Tacoma
11/20/2021,241,28262,28541,279,FC,2020,Toyota,Tacoma
11/27/2021,241,28541,28858,317,FC,2020,Toyota,Tacoma
12/4/2021,241,28858,29307,449,FC,2020,Toyota,Tacoma
12/11/2021,241,29307,29615,308,FC,2020,Toyota,Tacoma
12/18/2021,241,29615,30026,411,FC,2020,Toyota,Tacoma
12/25/2021,241,30026,30400,374,FC,2020,Toyota,Tacoma
1/1/2022,241,30400,30646,246,FC,2020,Toyota,Tacoma
1/8/2022,241,30646,30797,151,FC,2020,Toyota,Tacoma
1/15/2022,241,30797,30979,182,FC,2020,Toyota,Tacoma
1/22/2022,241,30979,31178,199,FC,2020,Toyota,Tacoma
1/29/2022,241,31178,31611,433,FC,2020,Toyota,Tacoma
2/5/2022,241,31611,31961,350,FC,2020,Toyota,Tacoma
2/12/2022,241,31961,32425,464,FC,2020,Toyota,Tacoma
2/19/2022,241,32425,32809,384,FC,2020,Toyota,Tacoma
2/26/2022,241,32809,32919,110,FC,2020,Toyota,Tacoma
3/5/2022,241,32919,33323,404,FC,2020,Toyota,Tacoma
3/12/2022,241,33323,33637,314,FC,2020,Toyota,Tacoma
3/19/2022,241,33637,33736,99,FC,2020,Toyota,Tacoma
3/26/2022,241,33736,34047,311,FC,2020,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
