Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/16/2021,224,43700,44260,560,DN,2019,Ford,F-150
10/30/2021,224,44260,44750,490,DN,2019,Ford,F-150
11/6/2021,224,44750,45102,352,DN,2019,Ford,F-150
11/13/2021,224,45102,45485,383,DN,2019,Ford,F-150
11/27/2021,224,45800,45965,165,DN,2019,Ford,F-150
12/4/2021,224,45965,46196,231,DN,2019,Ford,F-150
12/11/2021,224,46196,46560,364,DN,2019,Ford,F-150
12/18/2021,224,46560,46900,340,DN,2019,Ford,F-150
1/15/2022,224,47080,47360,280,DN,2019,Ford,F-150
3/26/2022,224,48889,49171,282,DN,2019,Ford,F-151
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
