Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/23/2021,228,26690,26758,68,SC,2019,Toyota,Tacoma
11/20/2021,228,26772,26924,152,SC,2019,Toyota,Tacoma
11/27/2021,228,26924,27124,200,SC,2019,Toyota,Tacoma
12/4/2021,228,27124,27233,109,SC,2019,Toyota,Tacoma
12/11/2021,228,27233,27376,143,SC,2019,Toyota,Tacoma
12/18/2021,228,27376,27639,263,SC,2019,Toyota,Tacoma
12/25/2021,228,27639,27925,286,SC,2019,Toyota,Tacoma
1/1/2022,228,27925,28068,143,SC,2019,Toyota,Tacoma
1/8/2022,228,28068,28257,189,SC,2019,Toyota,Tacoma
1/15/2022,228,28257,28339,82,SC,2019,Toyota,Tacoma
1/22/2022,228,28339,28841,502,SC,2019,Toyota,Tacoma
1/29/2022,228,28841,29160,319,SC,2019,Toyota,Tacoma
2/5/2022,228,29160,29295,135,SC,2019,Toyota,Tacoma
2/19/2022,228,29700,30192,492,SC,2019,Toyota,Tacoma
2/26/2022,228,30192,30250,58,SC,2019,Toyota,Tacoma
3/5/2022,228,30250,30875,625,SC,2019,Toyota,Tacoma
3/12/2022,228,30875,30999,124,SC,2019,Toyota,Tacoma
3/19/2022,228,30999,31190,191,SC,2019,Toyota,Tacoma
3/26/2022,228,31190,31731,541,SC,2019,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
