Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,251,3772,4146,374,DN,2021,Toyota,Tacoma
10/9/2021,251,4157,4675,518,DN,2021,Toyota,Tacoma
10/16/2021,251,4675,5076,401,DN,2021,Toyota,Tacoma
10/23/2021,251,5076,5394,318,DN,2021,Toyota,Tacoma
10/23/2021,251,5394,5863,469,DN,2021,Toyota,Tacoma
11/6/2021,251,5863,6406,543,DN,2021,Toyota,Tacoma
11/13/2021,251,6409,6914,505,DN,2021,Toyota,Tacoma
11/20/2021,251,6914,7328,414,DN,2021,Toyota,Tacoma
11/27/2021,251,7374,7860,486,DN,2021,Toyota,Tacoma
12/4/2021,251,7860,8851,991,DN,2021,Toyota,Tacoma
12/11/2021,251,8851,9788,937,DN,2021,Toyota,Tacoma
12/18/2021,251,9788,10619,831,DN,2021,Toyota,Tacoma
12/25/2021,251,10619,11315,696,DN,2021,Toyota,Tacoma
1/1/2022,251,11315,12096,781,DN,2021,Toyota,Tacoma
1/8/2022,251,12096,12983,887,DN,2021,Toyota,Tacoma
1/15/2022,251,12983,13881,898,DN,2021,Toyota,Tacoma
1/22/2022,251,13881,14653,772,DN,2021,Toyota,Tacoma
2/12/2022,251,14653,15709,1056,DN,2021,Toyota,Tacoma
2/19/2022,251,15709,16558,849,DN,2021,Toyota,Tacoma
2/26/2022,251,16558,17251,693,DN,2021,Toyota,Tacoma
3/5/2022,251,17251,18243,992,DN,2021,Toyota,Tacoma
3/12/2022,251,18243,19355,1112,DN,2021,Toyota,Tacoma
3/19/2022,251,19355,20142,787,DN,2021,Toyota,Tacoma
3/26/2022,251,20142,21148,1006,DN,2021,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
