Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
1/15/2022,253,1608,1771,163,FC,2021,Ford,F-150
1/22/2022,253,1771,2202,431,FC,2021,Ford,F-150
2/5/2022,253,2511,2666,155,FC,2021,Ford,F-150
2/12/2022,253,2673,3269,596,FC,2021,Ford,F-150
2/19/2022,253,3270,3538,268,FC,2021,Ford,F-150
2/26/2022,253,3646,3874,228,FC,2021,Ford,F-150
3/5/2022,253,3881,4397,516,FC,2021,Ford,F-150
3/12/2022,253,4397,4699,302,FC,2021,Ford,F-150
3/19/2022,253,4699,5263,564,FC,2021,Ford,F-150
3/26/2022,253,5263,6042,779,FC,2021,Ford,F-150
4/2/2022,253,6042,6403,361,FC,2021,Ford,F-150
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
