Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,248,12772,13565,793,GS,2021,Toyota,Tacoma
10/9/2021,248,13565,14315,750,GS,2021,Toyota,Tacoma
10/16/2021,248,14315,15042,727,GS,2021,Toyota,Tacoma
10/23/2021,248,15042,15637,595,GS,2021,Toyota,Tacoma
10/30/2021,248,15637,16258,621,GS,2021,Toyota,Tacoma
11/6/2021,248,16258,16999,741,GS,2021,Toyota,Tacoma
11/13/2021,248,16999,17674,675,GS,2021,Toyota,Tacoma
11/20/2021,248,17674,18135,461,GS,2021,Toyota,Tacoma
1/29/2022,248,39860,40075,215,GS,2021,Toyota,Tacoma
2/5/2022,248,40075,40820,745,GS,2021,Toyota,Tacoma
2/19/2022,248,41795,42645,850,GS,2021,Toyota,Tacoma
2/26/2022,248,42645,43555,910,GS,2021,Toyota,Tacoma
3/5/2022,248,43555,44225,670,GS,2021,Toyota,Tacoma
3/12/2022,248,44225,45195,970,GS,2021,Toyota,Tacoma
3/26/2022,248,46060,46900,840,GS,2021,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
