Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,221,43280,43590,310,CS,2019,Ford,F-150
10/9/2021,221,43590,43870,280,CS,2019,Ford,F-150
10/16/2021,221,43870,44140,270,CS,2019,Ford,F-150
10/23/2021,221,44140,44310,170,CS,2019,Ford,F-150
10/30/2021,221,44310,44740,430,CS,2019,Ford,F-150
11/6/2021,221,44740,45150,410,CS,2019,Ford,F-150
11/13/2021,221,45150,45540,390,CS,2019,Ford,F-150
11/20/2021,221,45540,45940,400,CS,2019,Ford,F-150
11/27/2021,221,45940,46100,160,CS,2019,Ford,F-150
12/4/2021,221,46100,46480,380,CS,2019,Ford,F-150
12/11/2021,221,46480,46840,360,CS,2019,Ford,F-150
12/18/2021,221,46840,47600,760,CS,2019,Ford,F-150
12/25/2021,221,47600,48100,500,CS,2019,Ford,F-150
1/1/2022,221,48100,48420,320,CS,2019,Ford,F-150
1/8/2022,221,48420,48820,400,CS,2019,Ford,F-150
1/15/2022,221,48820,49140,320,CS,2019,Ford,F-150
1/22/2022,221,49140,49180,40,CS,2019,Ford,F-150
1/29/2022,221,49180,49330,150,CS,2019,Ford,F-150
2/5/2022,221,49330,49380,50,CS,2019,Ford,F-150
2/12/2022,221,49380,49670,290,CS,2019,Ford,F-150
2/19/2022,221,49670,50100,430,CS,2019,Ford,F-150
2/26/2022,221,50100,50270,170,CS,2019,Ford,F-150
3/5/2022,221,50270,50630,360,CS,2019,Ford,F-150
3/12/2022,221,50630,50820,190,CS,2019,Ford,F-150
3/19/2022,221,50820,51260,440,CS,2019,Ford,F-150
3/26/2022,221,51260,51520,260,CS,2019,Ford,F-150
4/2/2022,221,51520,51900,380,CS,2019,Ford,F-150
