Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,252,2008,2384,376,SC,2021,Toyota,Tacoma
10/9/2021,252,2384,3085,701,SC,2021,Toyota,Tacoma
10/16/2021,252,3085,3209,124,SC,2021,Toyota,Tacoma
10/23/2021,252,3209,3289,80,SC,2021,Toyota,Tacoma
10/30/2021,252,3289,3305,16,SC,2021,Toyota,Tacoma
11/6/2021,252,3305,3350,45,SC,2021,Toyota,Tacoma
11/13/2021,252,3350,3391,41,SC,2021,Toyota,Tacoma
11/20/2021,252,3391,3787,396,SC,2021,Toyota,Tacoma
11/27/2021,252,3787,4130,343,SC,2021,Toyota,Tacoma
12/4/2021,252,4130,4250,120,SC,2021,Toyota,Tacoma
12/11/2021,252,4250,4329,79,SC,2021,Toyota,Tacoma
12/18/2021,252,4329,4413,84,SC,2021,Toyota,Tacoma
1/8/2022,252,4413,4428,15,SC,2021,Toyota,Tacoma
1/15/2022,252,4428,4742,314,SC,2021,Toyota,Tacoma
1/22/2022,252,4742,5388,646,SC,2021,Toyota,Tacoma
1/29/2022,252,5388,5997,609,SC,2021,Toyota,Tacoma
2/5/2022,252,5997,6025,28,SC,2021,Toyota,Tacoma
2/19/2022,252,6600,6929,329,SC,2021,Toyota,Tacoma
2/26/2022,252,6929,6971,42,SC,2021,Toyota,Tacoma
3/5/2022,252,7040,7241,201,SC,2021,Toyota,Tacoma
3/12/2022,252,7241,7319,78,SC,2021,Toyota,Tacoma
3/19/2022,252,7319,7445,126,SC,2021,Toyota,Tacoma
3/26/2022,252,7445,7636,191,SC,2021,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
