Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,692,266828,266993,165,GS,2000,Ford,F-150
12/11/2021,692,267175,268000,825,GS,2000,Ford,F-150
12/18/2021,692,268000,268500,500,GS,2000,Ford,F-150
12/25/2021,692,268500,268590,90,GS,2000,Ford,F-150
1/15/2022,692,268590,269350,760,GS,2000,Ford,F-150
1/22/2022,692,269350,269850,500,GS,2000,Ford,F-150
1/29/2022,692,269850,270600,750,GS,2000,Ford,F-150
2/5/2022,692,270600,270830,230,GS,2000,Ford,F-150
3/12/2022,692,270920,270990,70,GS,2000,Ford,F-150
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
