Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,242,14895,15250,355,FC,2020,Toyota,Tacoma
10/9/2021,242,15250,15510,260,FC,2020,Toyota,Tacoma
10/16/2021,242,15510,15800,290,FC,2020,Toyota,Tacoma
10/23/2021,242,15800,15930,130,FC,2020,Toyota,Tacoma
10/30/2021,242,15930,16230,300,FC,2020,Toyota,Tacoma
11/6/2021,242,16230,16650,420,FC,2020,Toyota,Tacoma
11/13/2021,242,16650,16905,255,FC,2020,Toyota,Tacoma
11/20/2021,242,16905,17055,150,FC,2020,Toyota,Tacoma
11/27/2021,242,17055,17145,90,FC,2020,Toyota,Tacoma
12/4/2021,242,17145,17330,185,FC,2020,Toyota,Tacoma
12/11/2021,242,17330,17480,150,FC,2020,Toyota,Tacoma
12/18/2021,242,17480,17630,150,FC,2020,Toyota,Tacoma
1/1/2022,242,17630,17830,200,FC,2020,Toyota,Tacoma
1/8/2022,242,17830,18030,200,FC,2020,Toyota,Tacoma
1/15/2022,242,18030,18410,380,FC,2020,Toyota,Tacoma
1/22/2022,242,18410,18590,180,FC,2020,Toyota,Tacoma
1/29/2022,242,18590,18870,280,FC,2020,Toyota,Tacoma
2/5/2022,242,18870,19240,370,FC,2020,Toyota,Tacoma
2/12/2022,242,19240,19640,400,FC,2020,Toyota,Tacoma
2/19/2022,242,19640,19800,160,FC,2020,Toyota,Tacoma
2/26/2022,242,19800,20160,360,FC,2020,Toyota,Tacoma
3/5/2022,242,20160,20390,230,FC,2020,Toyota,Tacoma
3/12/2022,242,20390,20645,255,FC,2020,Toyota,Tacoma
3/19/2022,242,20645,20975,330,FC,2020,Toyota,Tacoma
3/26/2022,242,20975,21605,630,FC,2020,Toyota,Tacoma
4/2/2022,242,21605,22080,475,FC,2020,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
