Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
1/16/2021,230,20311,20605,294,CS,2019,Ford,F-150
10/2/2021,230,28508,29119,611,CS,2019,Ford,F-150
10/9/2021,230,29119,29816,697,CS,2019,Ford,F-150
10/16/2021,230,29816,30301,485,CS,2019,Ford,F-150
10/23/2021,230,30301,31230,929,CS,2019,Ford,F-150
10/30/2021,230,31230,31911,681,CS,2019,Ford,F-150
11/6/2021,230,31911,32658,747,CS,2019,Ford,F-150
11/13/2021,230,32658,33548,890,CS,2019,Ford,F-150
11/20/2021,230,33548,34409,861,CS,2019,Ford,F-150
11/27/2021,230,34409,35223,814,CS,2019,Ford,F-150
12/4/2021,230,35223,35968,745,CS,2019,Ford,F-150
12/11/2021,230,35968,36760,792,CS,2019,Ford,F-150
12/18/2021,230,36760,37170,410,CS,2019,Ford,F-150
12/25/2021,230,37170,37814,644,CS,2019,Ford,F-150
1/1/2022,230,37814,38412,598,CS,2019,Ford,F-150
1/8/2022,230,38412,38787,375,CS,2019,Ford,F-150
1/15/2022,230,38787,39387,600,CS,2019,Ford,F-150
1/22/2022,230,39387,40062,675,CS,2019,Ford,F-150
1/29/2022,230,40062,40685,623,CS,2019,Ford,F-150
2/5/2022,230,40685,41246,561,CS,2019,Ford,F-150
2/12/2022,230,41246,41992,746,CS,2019,Ford,F-150
2/26/2022,230,42713,43144,431,CS,2019,Ford,F-150
3/5/2022,230,43144,43611,467,CS,2019,Ford,F-150
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
