Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
11/6/2021,198,91372,91810,438,CS,2016,Ford,F-150
11/13/2021,198,91953,92274,321,CS,2016,Ford,F-150
11/20/2021,198,92274,92767,493,CS,2016,Ford,F-150
11/27/2021,198,92767,93382,615,CS,2016,Ford,F-150
12/4/2021,198,93382,93945,563,CS,2016,Ford,F-150
12/11/2021,198,93945,94447,502,CS,2016,Ford,F-150
12/18/2021,198,94447,94840,393,CS,2016,Ford,F-150
12/25/2021,198,94840,95131,291,CS,2016,Ford,F-150
1/8/2022,198,95551,96047,496,CS,2016,Ford,F-150
1/15/2022,198,96047,96482,435,CS,2016,Ford,F-150
1/22/2022,198,96482,96784,302,CS,2016,Ford,F-150
1/29/2022,198,96784,97207,423,CS,2016,Ford,F-150
2/5/2022,198,97207,97487,280,CS,2016,Ford,F-150
2/12/2022,198,97487,97908,421,CS,2016,Ford,F-150
2/19/2022,198,97908,98108,200,CS,2016,Ford,F-150
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
