Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/9/2021,225,63781,64565,784,PK,2019,Ford,F-150
10/16/2021,225,64565,64998,433,PK,2019,Ford,F-150
10/23/2021,225,64998,65550,552,PK,2019,Ford,F-150
10/30/2021,225,65550,66068,518,PK,2019,Ford,F-150
11/6/2021,225,66068,66714,646,PK,2019,Ford,F-150
11/13/2021,225,66714,67238,524,PK,2019,Ford,F-150
11/20/2021,225,67238,68062,824,PK,2019,Ford,F-150
11/27/2021,225,68062,68200,138,PK,2019,Ford,F-150
12/4/2021,225,68200,68815,615,PK,2019,Ford,F-150
12/11/2021,225,68815,69480,665,PK,2019,Ford,F-150
12/18/2021,225,69480,70037,557,PK,2019,Ford,F-150
1/15/2022,225,70778,71277,499,PK,2019,Ford,F-150
1/22/2022,225,71277,71809,532,PK,2019,Ford,F-150
1/29/2022,225,71809,72269,460,PK,2019,Ford,F-150
2/5/2022,225,72269,72641,372,PK,2019,Ford,F-150
2/19/2022,225,73132,73415,283,PK,2019,Ford,F-150
2/26/2022,225,73415,73827,412,PK,2019,Ford,F-150
3/5/2022,225,73827,74229,402,PK,2019,Ford,F-150
3/12/2022,225,74229,74562,333,PK,2019,Ford,F-150
3/19/2022,225,74562,74932,370,PK,2019,Ford,F-150
3/26/2022,225,74932,75499,567,PK,2019,Ford,F-150
4/2/2022,225,75499,76145,646,PK,2019,Ford,F-150
4/16/2022,225,76697,77271,574,PK,2019,Ford,F-150
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
