Week_Index,Week_Ending,Vehicle,Ending_Mileage
1,10/2/2021,193,123403
2,10/9/2021,193,124228
3,10/16/2021,193,124952
4,10/23/2021,193,125669
5,10/30/2021,193,126014
6,11/6/2021,193,126870
7,11/13/2021,193,127476
8,11/20/2021,193,127854
9,11/27/2021,193,128002
10,12/4/2021,193,128149
11,12/11/2021,193,
12,12/18/2021,193,128463
13,12/25/2021,193,128708
14,1/1/2022,193,129011
15,1/8/2022,193,129730
16,1/15/2022,193,130150
17,1/22/2022,193,130481
18,1/29/2022,193,130679
19,2/5/2022,193,130778
20,2/12/2022,193,131063
21,2/19/2022,193,131472
22,2/26/2022,193,131541
23,3/5/2022,193,132059
24,3/12/2022,193,132462
25,3/19/2022,193,132825
26,3/26/2022,193,149532
27,4/2/2022,193,149627
28,4/9/2022,193,
29,4/16/2022,193,
