,Week_Index,Week_Ending,Vehicle,Ending_Mileage,Pred_Ending_Mileage
0,1,2021-10-02,160,66002.0,66002.0
1,2,2021-10-09,160,66037.0,66037.0
2,3,2021-10-16,160,66063.0,66063.0
3,4,2021-10-23,160,66131.0,66131.0
4,5,2021-10-30,160,66246.0,66246.0
5,6,2021-11-06,160,66315.0,66315.0
6,7,2021-11-13,160,66361.0,66361.0
7,8,2021-11-20,160,66442.0,66442.0
8,9,2021-11-27,160,,66478.0
9,10,2021-12-04,160,66514.0,66514.0
10,11,2021-12-11,160,66570.0,66570.0
11,12,2021-12-18,160,66629.0,66629.0
12,13,2021-12-25,160,66667.0,66667.0
13,14,2022-01-01,160,66707.0,66707.0
14,15,2022-01-08,160,66776.0,66776.0
15,16,2022-01-15,160,66839.0,66839.0
16,17,2022-01-22,160,66885.0,66885.0
17,18,2022-01-29,160,66942.0,66942.0
18,19,2022-02-05,160,67700.0,67700.0
19,20,2022-02-12,160,67057.0,67057.0
20,21,2022-02-19,160,67115.0,67115.0
21,22,2022-02-26,160,67177.0,67177.0
22,23,2022-03-05,160,67234.0,67234.0
23,24,2022-03-12,160,67292.0,67292.0
24,25,2022-03-19,160,67332.0,67332.0
25,26,2022-03-26,160,,67354.5
26,27,2022-04-02,160,67377.0,67377.0
27,28,2022-04-09,160,,67377.0
28,29,2022-04-16,160,,67377.0
0,1,2021-10-02,174,154342.0,154342.0
1,2,2021-10-09,174,154914.0,154914.0
2,3,2021-10-16,174,155602.0,155602.0
3,4,2021-10-23,174,156400.0,156400.0
4,5,2021-10-30,174,157105.0,157105.0
5,6,2021-11-06,174,157600.0,157600.0
6,7,2021-11-13,174,,158049.0
7,8,2021-11-20,174,158498.0,158498.0
8,9,2021-11-27,174,158900.0,158900.0
9,10,2021-12-04,174,,159317.33333333334
10,11,2021-12-11,174,,159734.66666666666
11,12,2021-12-18,174,160152.0,160152.0
12,13,2021-12-25,174,160535.0,160535.0
13,14,2022-01-01,174,160931.0,160931.0
14,15,2022-01-08,174,161420.0,161420.0
15,16,2022-01-15,174,161910.0,161910.0
16,17,2022-01-22,174,162421.0,162421.0
17,18,2022-01-29,174,163023.0,163023.0
18,19,2022-02-05,174,163456.0,163456.0
19,20,2022-02-12,174,164100.0,164100.0
20,21,2022-02-19,174,164613.0,164613.0
21,22,2022-02-26,174,165070.0,165070.0
22,23,2022-03-05,174,165543.0,165543.0
23,24,2022-03-12,174,165911.0,165911.0
24,25,2022-03-19,174,166378.0,166378.0
25,26,2022-03-26,174,,166378.0
26,27,2022-04-02,174,,166378.0
27,28,2022-04-09,174,,166378.0
28,29,2022-04-16,174,,166378.0
0,1,2021-10-02,179,187562.0,187562.0
1,2,2021-10-09,179,187712.0,187712.0
2,3,2021-10-16,179,188252.0,188252.0
3,4,2021-10-23,179,188322.0,188322.0
4,5,2021-10-30,179,,188832.0
5,6,2021-11-06,179,189342.0,189342.0
6,7,2021-11-13,179,,189402.0
7,8,2021-11-20,179,189462.0,189462.0
8,9,2021-11-27,179,189632.0,189632.0
9,10,2021-12-04,179,189792.0,189792.0
10,11,2021-12-11,179,190050.0,190050.0
11,12,2021-12-18,179,190235.0,190235.0
12,13,2021-12-25,179,190295.0,190295.0
13,14,2022-01-01,179,,190481.66666666666
14,15,2022-01-08,179,,190668.33333333334
15,16,2022-01-15,179,190855.0,190855.0
16,17,2022-01-22,179,191125.0,191125.0
17,18,2022-01-29,179,,191170.0
18,19,2022-02-05,179,191215.0,191215.0
19,20,2022-02-12,179,191680.0,191680.0
20,21,2022-02-19,179,191836.0,191836.0
21,22,2022-02-26,179,192031.0,192031.0
22,23,2022-03-05,179,,192031.0
23,24,2022-03-12,179,,192031.0
24,25,2022-03-19,179,,192031.0
25,26,2022-03-26,179,,192031.0
26,27,2022-04-02,179,,192031.0
27,28,2022-04-09,179,,192031.0
28,29,2022-04-16,179,,192031.0
0,1,2021-10-02,184,126543.0,126543.0
1,2,2021-10-09,184,126959.0,126959.0
2,3,2021-10-16,184,127443.0,127443.0
3,4,2021-10-23,184,127801.0,127801.0
4,5,2021-10-30,184,128059.0,128059.0
5,6,2021-11-06,184,128463.0,128463.0
6,7,2021-11-13,184,128910.0,128910.0
7,8,2021-11-20,184,129315.0,129315.0
8,9,2021-11-27,184,129568.0,129568.0
9,10,2021-12-04,184,129913.0,129913.0
10,11,2021-12-11,184,,130255.0
11,12,2021-12-18,184,130597.0,130597.0
12,13,2021-12-25,184,130732.0,130732.0
13,14,2022-01-01,184,130910.0,130910.0
14,15,2022-01-08,184,131058.0,131058.0
15,16,2022-01-15,184,131310.0,131310.0
16,17,2022-01-22,184,131410.0,131410.0
17,18,2022-01-29,184,131529.0,131529.0
18,19,2022-02-05,184,131770.0,131770.0
19,20,2022-02-12,184,132205.0,132205.0
20,21,2022-02-19,184,132533.0,132533.0
21,22,2022-02-26,184,132743.0,132743.0
22,23,2022-03-05,184,133138.0,133138.0
23,24,2022-03-12,184,133481.0,133481.0
24,25,2022-03-19,184,133895.0,133895.0
25,26,2022-03-26,184,134294.0,134294.0
26,27,2022-04-02,184,,134294.0
27,28,2022-04-09,184,,134294.0
28,29,2022-04-16,184,,134294.0
0,1,2021-10-02,185,,
1,2,2021-10-09,185,,
2,3,2021-10-16,185,124811.0,124811.0
3,4,2021-10-23,185,,124996.0
4,5,2021-10-30,185,125181.0,125181.0
5,6,2021-11-06,185,125266.0,125266.0
6,7,2021-11-13,185,125436.0,125436.0
7,8,2021-11-20,185,125744.0,125744.0
8,9,2021-11-27,185,125912.0,125912.0
9,10,2021-12-04,185,126172.0,126172.0
10,11,2021-12-11,185,126462.0,126462.0
11,12,2021-12-18,185,126601.0,126601.0
12,13,2021-12-25,185,,126889.0
13,14,2022-01-01,185,,127177.0
14,15,2022-01-08,185,,127465.0
15,16,2022-01-15,185,127753.0,127753.0
16,17,2022-01-22,185,127960.0,127960.0
17,18,2022-01-29,185,128133.0,128133.0
18,19,2022-02-05,185,128327.0,128327.0
19,20,2022-02-12,185,128642.0,128642.0
20,21,2022-02-19,185,128943.0,128943.0
21,22,2022-02-26,185,128966.0,128966.0
22,23,2022-03-05,185,129637.0,129637.0
23,24,2022-03-12,185,130105.0,130105.0
24,25,2022-03-19,185,130676.0,130676.0
25,26,2022-03-26,185,131350.0,131350.0
26,27,2022-04-02,185,,131350.0
27,28,2022-04-09,185,,131350.0
28,29,2022-04-16,185,,131350.0
0,1,2021-10-02,186,,
1,2,2021-10-09,186,116308.0,116308.0
2,3,2021-10-16,186,116802.0,116802.0
3,4,2021-10-23,186,117262.0,117262.0
4,5,2021-10-30,186,117732.0,117732.0
5,6,2021-11-06,186,118164.0,118164.0
6,7,2021-11-13,186,118560.0,118560.0
7,8,2021-11-20,186,119327.0,119327.0
8,9,2021-11-27,186,119774.0,119774.0
9,10,2021-12-04,186,120532.0,120532.0
10,11,2021-12-11,186,121087.0,121087.0
11,12,2021-12-18,186,121550.0,121550.0
12,13,2021-12-25,186,,122012.5
13,14,2022-01-01,186,,122475.0
14,15,2022-01-08,186,,122937.5
15,16,2022-01-15,186,123400.0,123400.0
16,17,2022-01-22,186,124224.0,124224.0
17,18,2022-01-29,186,124714.0,124714.0
18,19,2022-02-05,186,125196.0,125196.0
19,20,2022-02-12,186,,125670.0
20,21,2022-02-19,186,126144.0,126144.0
21,22,2022-02-26,186,126629.0,126629.0
22,23,2022-03-05,186,127379.0,127379.0
23,24,2022-03-12,186,127935.0,127935.0
24,25,2022-03-19,186,,128567.5
25,26,2022-03-26,186,129200.0,129200.0
26,27,2022-04-02,186,130074.0,130074.0
27,28,2022-04-09,186,130574.0,130574.0
28,29,2022-04-16,186,130809.0,130809.0
0,1,2021-10-02,187,,
1,2,2021-10-09,187,134125.0,134125.0
2,3,2021-10-16,187,134770.0,134770.0
3,4,2021-10-23,187,135171.0,135171.0
4,5,2021-10-30,187,135687.0,135687.0
5,6,2021-11-06,187,136120.0,136120.0
6,7,2021-11-13,187,136515.0,136515.0
7,8,2021-11-20,187,136882.0,136882.0
8,9,2021-11-27,187,137022.0,137022.0
9,10,2021-12-04,187,137351.0,137351.0
10,11,2021-12-11,187,137477.0,137477.0
11,12,2021-12-18,187,137557.0,137557.0
12,13,2021-12-25,187,,137733.5
13,14,2022-01-01,187,,137910.0
14,15,2022-01-08,187,,138086.5
15,16,2022-01-15,187,138263.0,138263.0
16,17,2022-01-22,187,138483.0,138483.0
17,18,2022-01-29,187,138760.0,138760.0
18,19,2022-02-05,187,,138885.66666666666
19,20,2022-02-12,187,,139011.33333333334
20,21,2022-02-19,187,139137.0,139137.0
21,22,2022-02-26,187,139266.0,139266.0
22,23,2022-03-05,187,139641.0,139641.0
23,24,2022-03-12,187,139965.0,139965.0
24,25,2022-03-19,187,140078.0,140078.0
25,26,2022-03-26,187,140680.0,140680.0
26,27,2022-04-02,187,141298.0,141298.0
27,28,2022-04-09,187,141678.0,141678.0
28,29,2022-04-16,187,142074.0,142074.0
0,1,2021-10-02,190,,
1,2,2021-10-09,190,124034.0,124034.0
2,3,2021-10-16,190,124523.0,124523.0
3,4,2021-10-23,190,125084.0,125084.0
4,5,2021-10-30,190,125604.0,125604.0
5,6,2021-11-06,190,126140.0,126140.0
6,7,2021-11-13,190,126727.0,126727.0
7,8,2021-11-20,190,127277.0,127277.0
8,9,2021-11-27,190,,127685.0
9,10,2021-12-04,190,128093.0,128093.0
10,11,2021-12-11,190,128472.0,128472.0
11,12,2021-12-18,190,128812.0,128812.0
12,13,2021-12-25,190,,129121.75
13,14,2022-01-01,190,,129431.5
14,15,2022-01-08,190,,129741.25
15,16,2022-01-15,190,130051.0,130051.0
16,17,2022-01-22,190,130397.0,130397.0
17,18,2022-01-29,190,130631.0,130631.0
18,19,2022-02-05,190,,130831.5
19,20,2022-02-12,190,131032.0,131032.0
20,21,2022-02-19,190,131358.0,131358.0
21,22,2022-02-26,190,131512.0,131512.0
22,23,2022-03-05,190,131924.0,131924.0
23,24,2022-03-12,190,132171.0,132171.0
24,25,2022-03-19,190,132474.0,132474.0
25,26,2022-03-26,190,132996.0,132996.0
26,27,2022-04-02,190,133382.0,133382.0
27,28,2022-04-09,190,133966.0,133966.0
28,29,2022-04-16,190,134417.0,134417.0
0,1,2021-10-02,191,,
1,2,2021-10-09,191,218940.0,218940.0
2,3,2021-10-16,191,219868.0,219868.0
3,4,2021-10-23,191,219962.0,219962.0
4,5,2021-10-30,191,220940.0,220940.0
5,6,2021-11-06,191,221720.0,221720.0
6,7,2021-11-13,191,222380.0,222380.0
7,8,2021-11-20,191,223310.0,223310.0
8,9,2021-11-27,191,223720.0,223720.0
9,10,2021-12-04,191,224220.0,224220.0
10,11,2021-12-11,191,224940.0,224940.0
11,12,2021-12-18,191,225600.0,225600.0
12,13,2021-12-25,191,226050.0,226050.0
13,14,2022-01-01,191,226450.0,226450.0
14,15,2022-01-08,191,227050.0,227050.0
15,16,2022-01-15,191,227790.0,227790.0
16,17,2022-01-22,191,228150.0,228150.0
17,18,2022-01-29,191,228450.0,228450.0
18,19,2022-02-05,191,228840.0,228840.0
19,20,2022-02-12,191,230040.0,230040.0
20,21,2022-02-19,191,,230333.33333333334
21,22,2022-02-26,191,,230626.66666666666
22,23,2022-03-05,191,230920.0,230920.0
23,24,2022-03-12,191,231260.0,231260.0
24,25,2022-03-19,191,231850.0,231850.0
25,26,2022-03-26,191,232330.0,232330.0
26,27,2022-04-02,191,,232330.0
27,28,2022-04-09,191,,232330.0
28,29,2022-04-16,191,,232330.0
0,1,2021-10-02,192,137008.0,137008.0
1,2,2021-10-09,192,137673.0,137673.0
2,3,2021-10-16,192,,138194.0
3,4,2021-10-23,192,138715.0,138715.0
4,5,2021-10-30,192,139091.0,139091.0
5,6,2021-11-06,192,139517.0,139517.0
6,7,2021-11-13,192,139983.0,139983.0
7,8,2021-11-20,192,140536.0,140536.0
8,9,2021-11-27,192,140818.0,140818.0
9,10,2021-12-04,192,141167.0,141167.0
10,11,2021-12-11,192,141555.0,141555.0
11,12,2021-12-18,192,142208.0,142208.0
12,13,2021-12-25,192,142659.0,142659.0
13,14,2022-01-01,192,143026.0,143026.0
14,15,2022-01-08,192,143473.0,143473.0
15,16,2022-01-15,192,143929.0,143929.0
16,17,2022-01-22,192,144450.0,144450.0
17,18,2022-01-29,192,144847.0,144847.0
18,19,2022-02-05,192,145095.0,145095.0
19,20,2022-02-12,192,145501.0,145501.0
20,21,2022-02-19,192,146306.0,146306.0
21,22,2022-02-26,192,146783.0,146783.0
22,23,2022-03-05,192,147459.0,147459.0
23,24,2022-03-12,192,147998.0,147998.0
24,25,2022-03-19,192,148298.0,148298.0
25,26,2022-03-26,192,,148298.0
26,27,2022-04-02,192,,148298.0
27,28,2022-04-09,192,,148298.0
28,29,2022-04-16,192,,148298.0
0,1,2021-10-02,193,123403.0,123403.0
1,2,2021-10-09,193,124228.0,124228.0
2,3,2021-10-16,193,124952.0,124952.0
3,4,2021-10-23,193,125669.0,125669.0
4,5,2021-10-30,193,126014.0,126014.0
5,6,2021-11-06,193,126870.0,126870.0
6,7,2021-11-13,193,127476.0,127476.0
7,8,2021-11-20,193,127854.0,127854.0
8,9,2021-11-27,193,128002.0,128002.0
9,10,2021-12-04,193,128149.0,128149.0
10,11,2021-12-11,193,,128306.0
11,12,2021-12-18,193,128463.0,128463.0
12,13,2021-12-25,193,128708.0,128708.0
13,14,2022-01-01,193,129011.0,129011.0
14,15,2022-01-08,193,129730.0,129730.0
15,16,2022-01-15,193,130150.0,130150.0
16,17,2022-01-22,193,130481.0,130481.0
17,18,2022-01-29,193,130679.0,130679.0
18,19,2022-02-05,193,130778.0,130778.0
19,20,2022-02-12,193,131063.0,131063.0
20,21,2022-02-19,193,131472.0,131472.0
21,22,2022-02-26,193,131541.0,131541.0
22,23,2022-03-05,193,132059.0,132059.0
23,24,2022-03-12,193,132462.0,132462.0
24,25,2022-03-19,193,132825.0,132825.0
25,26,2022-03-26,193,149532.0,149532.0
26,27,2022-04-02,193,149627.0,149627.0
27,28,2022-04-09,193,,149627.0
28,29,2022-04-16,193,,149627.0
0,1,2021-10-02,195,130338.0,130338.0
1,2,2021-10-09,195,130901.0,130901.0
2,3,2021-10-16,195,131435.0,131435.0
3,4,2021-10-23,195,132218.0,132218.0
4,5,2021-10-30,195,132628.0,132628.0
5,6,2021-11-06,195,133171.0,133171.0
6,7,2021-11-13,195,133619.0,133619.0
7,8,2021-11-20,195,134546.0,134546.0
8,9,2021-11-27,195,134918.0,134918.0
9,10,2021-12-04,195,135368.0,135368.0
10,11,2021-12-11,195,136071.0,136071.0
11,12,2021-12-18,195,136783.0,136783.0
12,13,2021-12-25,195,137129.0,137129.0
13,14,2022-01-01,195,137668.0,137668.0
14,15,2022-01-08,195,137887.0,137887.0
15,16,2022-01-15,195,,138313.85714285713
16,17,2022-01-22,195,,138740.7142857143
17,18,2022-01-29,195,,139167.57142857142
18,19,2022-02-05,195,,139594.42857142858
19,20,2022-02-12,195,,140021.2857142857
20,21,2022-02-19,195,,140448.14285714287
21,22,2022-02-26,195,140875.0,140875.0
22,23,2022-03-05,195,,141317.0
23,24,2022-03-12,195,141759.0,141759.0
24,25,2022-03-19,195,142543.0,142543.0
25,26,2022-03-26,195,143241.0,143241.0
26,27,2022-04-02,195,144260.0,144260.0
27,28,2022-04-09,195,,144260.0
28,29,2022-04-16,195,,144260.0
0,1,2021-10-02,198,,
1,2,2021-10-09,198,,
2,3,2021-10-16,198,,
3,4,2021-10-23,198,,
4,5,2021-10-30,198,,
5,6,2021-11-06,198,91810.0,91810.0
6,7,2021-11-13,198,92274.0,92274.0
7,8,2021-11-20,198,92767.0,92767.0
8,9,2021-11-27,198,93382.0,93382.0
9,10,2021-12-04,198,93945.0,93945.0
10,11,2021-12-11,198,94447.0,94447.0
11,12,2021-12-18,198,94840.0,94840.0
12,13,2021-12-25,198,95131.0,95131.0
13,14,2022-01-01,198,,95589.0
14,15,2022-01-08,198,96047.0,96047.0
15,16,2022-01-15,198,96482.0,96482.0
16,17,2022-01-22,198,96784.0,96784.0
17,18,2022-01-29,198,97027.0,97027.0
18,19,2022-02-05,198,97487.0,97487.0
19,20,2022-02-12,198,97908.0,97908.0
20,21,2022-02-19,198,98108.0,98108.0
21,22,2022-02-26,198,,98108.0
22,23,2022-03-05,198,,98108.0
23,24,2022-03-12,198,,98108.0
24,25,2022-03-19,198,,98108.0
25,26,2022-03-26,198,,98108.0
26,27,2022-04-02,198,,98108.0
27,28,2022-04-09,198,,98108.0
28,29,2022-04-16,198,,98108.0
0,1,2021-10-02,200,135824.0,135824.0
1,2,2021-10-09,200,136192.0,136192.0
2,3,2021-10-16,200,136524.0,136524.0
3,4,2021-10-23,200,137063.0,137063.0
4,5,2021-10-30,200,137348.0,137348.0
5,6,2021-11-06,200,138014.0,138014.0
6,7,2021-11-13,200,138369.0,138369.0
7,8,2021-11-20,200,138606.0,138606.0
8,9,2021-11-27,200,,138772.0
9,10,2021-12-04,200,138938.0,138938.0
10,11,2021-12-11,200,139298.0,139298.0
11,12,2021-12-18,200,139512.0,139512.0
