,Week_Index,Week_Ending,Vehicle,Ending_Mileage,Pred_Ending_Mileage
3,4,2021-10-23,236,26467.0,26467.0
4,5,2021-10-30,236,26813.0,26813.0
5,6,2021-11-06,236,27182.0,27182.0
6,7,2021-11-13,236,27576.0,27576.0
7,8,2021-11-20,236,27639.0,27639.0
8,9,2021-11-27,236,,27752.0
9,10,2021-12-04,236,27865.0,27865.0
10,11,2021-12-11,236,28139.0,28139.0
11,12,2021-12-18,236,28675.0,28675.0
12,13,2021-12-25,236,29005.0,29005.0
13,14,2022-01-01,236,29275.0,29275.0
14,15,2022-01-08,236,29463.0,29463.0
15,16,2022-01-15,236,29707.0,29707.0
16,17,2022-01-22,236,30153.0,30153.0
17,18,2022-01-29,236,30394.0,30394.0
18,19,2022-02-05,236,30600.0,30600.0
19,20,2022-02-12,236,30699.0,30699.0
20,21,2022-02-19,236,30997.0,30997.0
21,22,2022-02-26,236,31210.0,31210.0
22,23,2022-03-05,236,31393.0,31393.0
23,24,2022-03-12,236,32377.0,32377.0
24,25,2022-03-19,236,33000.0,33000.0
25,26,2022-03-26,236,33451.0,33451.0
26,27,2022-04-02,236,33881.0,33881.0
27,28,2022-04-09,236,,33881.0
28,29,2022-04-16,236,,33881.0
0,1,2021-10-02,237,26806.0,26806.0
1,2,2021-10-09,237,27353.0,27353.0
2,3,2021-10-16,237,27829.0,27829.0
3,4,2021-10-23,237,,28009.0
4,5,2021-10-30,237,28189.0,28189.0
5,6,2021-11-06,237,28271.0,28271.0
6,7,2021-11-13,237,,28650.0
7,8,2021-11-20,237,29029.0,29029.0
8,9,2021-11-27,237,29124.0,29124.0
9,10,2021-12-04,237,29347.0,29347.0
10,11,2021-12-11,237,29663.0,29663.0
11,12,2021-12-18,237,30054.0,30054.0
12,13,2021-12-25,237,30222.0,30222.0
13,14,2022-01-01,237,,30289.0
14,15,2022-01-08,237,30356.0,30356.0
15,16,2022-01-15,237,30832.0,30832.0
16,17,2022-01-22,237,31194.0,31194.0
17,18,2022-01-29,237,31466.0,31466.0
18,19,2022-02-05,237,31636.0,31636.0
19,20,2022-02-12,237,31949.0,31949.0
20,21,2022-02-19,237,32215.0,32215.0
21,22,2022-02-26,237,32290.0,32290.0
22,23,2022-03-05,237,32656.0,32656.0
23,24,2022-03-12,237,,32905.0
24,25,2022-03-19,237,,33154.0
25,26,2022-03-26,237,33403.0,33403.0
26,27,2022-04-02,237,,33403.0
27,28,2022-04-09,237,,33403.0
28,29,2022-04-16,237,,33403.0
0,1,2021-10-02,240,,
1,2,2021-10-09,240,74425.0,74425.0
2,3,2021-10-16,240,74866.0,74866.0
3,4,2021-10-23,240,74955.0,74955.0
4,5,2021-10-30,240,75195.0,75195.0
5,6,2021-11-06,240,75525.0,75525.0
6,7,2021-11-13,240,75855.0,75855.0
7,8,2021-11-20,240,76090.0,76090.0
8,9,2021-11-27,240,76125.0,76125.0
9,10,2021-12-04,240,76695.0,76695.0
10,11,2021-12-11,240,76775.0,76775.0
11,12,2021-12-18,240,77150.0,77150.0
12,13,2021-12-25,240,77690.0,77690.0
13,14,2022-01-01,240,,77842.5
14,15,2022-01-08,240,77995.0,77995.0
15,16,2022-01-15,240,78294.0,78294.0
16,17,2022-01-22,240,78780.0,78780.0
17,18,2022-01-29,240,78800.0,78800.0
18,19,2022-02-05,240,78970.0,78970.0
19,20,2022-02-12,240,,79405.0
20,21,2022-02-19,240,79840.0,79840.0
21,22,2022-02-26,240,,80147.5
22,23,2022-03-05,240,80455.0,80455.0
23,24,2022-03-12,240,80525.0,80525.0
24,25,2022-03-19,240,80560.0,80560.0
25,26,2022-03-26,240,80825.0,80825.0
26,27,2022-04-02,240,80950.0,80950.0
27,28,2022-04-09,240,,80950.0
28,29,2022-04-16,240,,80950.0
0,1,2021-10-02,241,26484.0,26484.0
1,2,2021-10-09,241,26768.0,26768.0
2,3,2021-10-16,241,27085.0,27085.0
3,4,2021-10-23,241,27276.0,27276.0
4,5,2021-10-30,241,27611.0,27611.0
5,6,2021-11-06,241,28008.0,28008.0
6,7,2021-11-13,241,28262.0,28262.0
7,8,2021-11-20,241,28541.0,28541.0
8,9,2021-11-27,241,28858.0,28858.0
9,10,2021-12-04,241,29307.0,29307.0
10,11,2021-12-11,241,29615.0,29615.0
11,12,2021-12-18,241,30026.0,30026.0
12,13,2021-12-25,241,30400.0,30400.0
13,14,2022-01-01,241,30646.0,30646.0
14,15,2022-01-08,241,30797.0,30797.0
15,16,2022-01-15,241,30979.0,30979.0
16,17,2022-01-22,241,31178.0,31178.0
17,18,2022-01-29,241,31611.0,31611.0
18,19,2022-02-05,241,31961.0,31961.0
19,20,2022-02-12,241,32425.0,32425.0
20,21,2022-02-19,241,32809.0,32809.0
21,22,2022-02-26,241,32919.0,32919.0
22,23,2022-03-05,241,33323.0,33323.0
23,24,2022-03-12,241,33637.0,33637.0
24,25,2022-03-19,241,33736.0,33736.0
25,26,2022-03-26,241,34047.0,34047.0
26,27,2022-04-02,241,,34047.0
27,28,2022-04-09,241,,34047.0
28,29,2022-04-16,241,,34047.0
0,1,2021-10-02,242,15250.0,15250.0
1,2,2021-10-09,242,15510.0,15510.0
2,3,2021-10-16,242,15800.0,15800.0
3,4,2021-10-23,242,15930.0,15930.0
4,5,2021-10-30,242,16230.0,16230.0
5,6,2021-11-06,242,16650.0,16650.0
6,7,2021-11-13,242,16905.0,16905.0
7,8,2021-11-20,242,17055.0,17055.0
8,9,2021-11-27,242,17145.0,17145.0
9,10,2021-12-04,242,17330.0,17330.0
10,11,2021-12-11,242,17480.0,17480.0
11,12,2021-12-18,242,17630.0,17630.0
12,13,2021-12-25,242,,17730.0
13,14,2022-01-01,242,17830.0,17830.0
14,15,2022-01-08,242,18030.0,18030.0
15,16,2022-01-15,242,18410.0,18410.0
16,17,2022-01-22,242,18590.0,18590.0
17,18,2022-01-29,242,18870.0,18870.0
18,19,2022-02-05,242,19240.0,19240.0
19,20,2022-02-12,242,19640.0,19640.0
20,21,2022-02-19,242,19800.0,19800.0
21,22,2022-02-26,242,20160.0,20160.0
22,23,2022-03-05,242,20390.0,20390.0
23,24,2022-03-12,242,20645.0,20645.0
24,25,2022-03-19,242,20975.0,20975.0
25,26,2022-03-26,242,21605.0,21605.0
26,27,2022-04-02,242,22080.0,22080.0
27,28,2022-04-09,242,,22080.0
28,29,2022-04-16,242,,22080.0
0,1,2021-10-02,243,20521.0,20521.0
1,2,2021-10-09,243,20835.0,20835.0
2,3,2021-10-16,243,21054.0,21054.0
3,4,2021-10-23,243,21464.0,21464.0
4,5,2021-10-30,243,21632.0,21632.0
5,6,2021-11-06,243,22202.0,22202.0
6,7,2021-11-13,243,22405.0,22405.0
7,8,2021-11-20,243,22859.0,22859.0
8,9,2021-11-27,243,23001.0,23001.0
9,10,2021-12-04,243,23349.0,23349.0
10,11,2021-12-11,243,23729.0,23729.0
11,12,2021-12-18,243,23747.0,23747.0
12,13,2021-12-25,243,23802.0,23802.0
13,14,2022-01-01,243,23927.0,23927.0
14,15,2022-01-08,243,24273.0,24273.0
15,16,2022-01-15,243,24498.0,24498.0
16,17,2022-01-22,243,,24642.666666666668
17,18,2022-01-29,243,,24787.333333333332
18,19,2022-02-05,243,24932.0,24932.0
19,20,2022-02-12,243,25184.0,25184.0
20,21,2022-02-19,243,25262.0,25262.0
21,22,2022-02-26,243,25389.0,25389.0
22,23,2022-03-05,243,25559.0,25559.0
23,24,2022-03-12,243,25681.0,25681.0
24,25,2022-03-19,243,26198.0,26198.0
25,26,2022-03-26,243,26214.0,26214.0
26,27,2022-04-02,243,,26214.0
27,28,2022-04-09,243,,26214.0
28,29,2022-04-16,243,,26214.0
0,1,2021-10-02,244,,
1,2,2021-10-09,244,,
2,3,2021-10-16,244,,
3,4,2021-10-23,244,,
4,5,2021-10-30,244,39055.0,39055.0
5,6,2021-11-06,244,39567.0,39567.0
6,7,2021-11-13,244,40335.0,40335.0
7,8,2021-11-20,244,40981.0,40981.0
8,9,2021-11-27,244,,41619.2
9,10,2021-12-04,244,,42257.4
10,11,2021-12-11,244,,42895.6
11,12,2021-12-18,244,,43533.8
12,13,2021-12-25,244,44172.0,44172.0
13,14,2022-01-01,244,44450.0,44450.0
14,15,2022-01-08,244,,44671.0
15,16,2022-01-15,244,44892.0,44892.0
16,17,2022-01-22,244,45318.0,45318.0
17,18,2022-01-29,244,45925.0,45925.0
18,19,2022-02-05,244,46798.0,46798.0
19,20,2022-02-12,244,47225.0,47225.0
20,21,2022-02-19,244,48121.0,48121.0
21,22,2022-02-26,244,48695.0,48695.0
22,23,2022-03-05,244,49450.0,49450.0
23,24,2022-03-12,244,50005.0,50005.0
24,25,2022-03-19,244,51120.0,51120.0
25,26,2022-03-26,244,51375.0,51375.0
26,27,2022-04-02,244,,51375.0
27,28,2022-04-09,244,,51375.0
28,29,2022-04-16,244,,51375.0
0,1,2021-10-02,245,16527.0,16527.0
1,2,2021-10-09,245,16861.0,16861.0
2,3,2021-10-16,245,17149.0,17149.0
3,4,2021-10-23,245,17441.0,17441.0
4,5,2021-10-30,245,17821.0,17821.0
5,6,2021-11-06,245,,18134.5
6,7,2021-11-13,245,18448.0,18448.0
7,8,2021-11-20,245,18826.0,18826.0
8,9,2021-11-27,245,19050.0,19050.0
9,10,2021-12-04,245,19426.0,19426.0
10,11,2021-12-11,245,19890.0,19890.0
11,12,2021-12-18,245,20320.0,20320.0
12,13,2021-12-25,245,20815.0,20815.0
13,14,2022-01-01,245,21400.0,21400.0
14,15,2022-01-08,245,22457.0,22457.0
15,16,2022-01-15,245,,22632.5
16,17,2022-01-22,245,22808.0,22808.0
17,18,2022-01-29,245,23447.0,23447.0
18,19,2022-02-05,245,23986.0,23986.0
19,20,2022-02-12,245,24868.0,24868.0
20,21,2022-02-19,245,,25030.0
21,22,2022-02-26,245,25192.0,25192.0
22,23,2022-03-05,245,25683.0,25683.0
23,24,2022-03-12,245,26220.0,26220.0
24,25,2022-03-19,245,26465.0,26465.0
25,26,2022-03-26,245,27034.0,27034.0
26,27,2022-04-02,245,,27034.0
27,28,2022-04-09,245,,27034.0
28,29,2022-04-16,245,,27034.0
0,1,2021-10-02,246,15340.0,15340.0
1,2,2021-10-09,246,15666.0,15666.0
2,3,2021-10-16,246,16115.0,16115.0
3,4,2021-10-23,246,16414.0,16414.0
4,5,2021-10-30,246,16867.0,16867.0
5,6,2021-11-06,246,16989.0,16989.0
6,7,2021-11-13,246,17318.0,17318.0
7,8,2021-11-20,246,17613.0,17613.0
8,9,2021-11-27,246,17977.0,17977.0
9,10,2021-12-04,246,18222.0,18222.0
10,11,2021-12-11,246,18498.0,18498.0
11,12,2021-12-18,246,18743.0,18743.0
12,13,2021-12-25,246,18969.0,18969.0
13,14,2022-01-01,246,19111.0,19111.0
14,15,2022-01-08,246,19368.0,19368.0
15,16,2022-01-15,246,19632.0,19632.0
16,17,2022-01-22,246,19896.0,19896.0
17,18,2022-01-29,246,20173.0,20173.0
18,19,2022-02-05,246,,20436.0
19,20,2022-02-12,246,,20699.0
20,21,2022-02-19,246,20962.0,20962.0
21,22,2022-02-26,246,21258.0,21258.0
22,23,2022-03-05,246,21597.0,21597.0
23,24,2022-03-12,246,21861.0,21861.0
24,25,2022-03-19,246,22142.0,22142.0
25,26,2022-03-26,246,,22142.0
26,27,2022-04-02,246,,22142.0
27,28,2022-04-09,246,,22142.0
28,29,2022-04-16,246,,22142.0
0,1,2021-10-02,248,13565.0,13565.0
1,2,2021-10-09,248,14315.0,14315.0
2,3,2021-10-16,248,15042.0,15042.0
3,4,2021-10-23,248,15637.0,15637.0
4,5,2021-10-30,248,16258.0,16258.0
5,6,2021-11-06,248,16999.0,16999.0
6,7,2021-11-13,248,17674.0,17674.0
7,8,2021-11-20,248,18135.0,18135.0
8,9,2021-11-27,248,,20329.0
9,10,2021-12-04,248,,22523.0
10,11,2021-12-11,248,,24717.0
11,12,2021-12-18,248,,26911.0
12,13,2021-12-25,248,,29105.0
13,14,2022-01-01,248,,31299.0
14,15,2022-01-08,248,,33493.0
15,16,2022-01-15,248,,35687.0
16,17,2022-01-22,248,,37881.0
17,18,2022-01-29,248,40075.0,40075.0
18,19,2022-02-05,248,40820.0,40820.0
19,20,2022-02-12,248,,41732.5
20,21,2022-02-19,248,42645.0,42645.0
21,22,2022-02-26,248,43555.0,43555.0
22,23,2022-03-05,248,44225.0,44225.0
23,24,2022-03-12,248,45195.0,45195.0
24,25,2022-03-19,248,,46047.5
25,26,2022-03-26,248,46900.0,46900.0
26,27,2022-04-02,248,,46900.0
27,28,2022-04-09,248,,46900.0
28,29,2022-04-16,248,,46900.0
0,1,2021-10-02,249,,
1,2,2021-10-09,249,31697.0,31697.0
2,3,2021-10-16,249,31885.0,31885.0
3,4,2021-10-23,249,31996.0,31996.0
4,5,2021-10-30,249,32185.0,32185.0
5,6,2021-11-06,249,32410.0,32410.0
6,7,2021-11-13,249,32680.0,32680.0
7,8,2021-11-20,249,32843.0,32843.0
8,9,2021-11-27,249,32867.0,32867.0
9,10,2021-12-04,249,33130.0,33130.0
10,11,2021-12-11,249,33291.0,33291.0
11,12,2021-12-18,249,33530.0,33530.0
12,13,2021-12-25,249,,33649.25
13,14,2022-01-01,249,,33768.5
14,15,2022-01-08,249,,33887.75
15,16,2022-01-15,249,34007.0,34007.0
16,17,2022-01-22,249,34193.0,34193.0
17,18,2022-01-29,249,34446.0,34446.0
18,19,2022-02-05,249,34643.0,34643.0
19,20,2022-02-12,249,,34831.5
20,21,2022-02-19,249,35020.0,35020.0
21,22,2022-02-26,249,35148.0,35148.0
22,23,2022-03-05,249,35349.0,35349.0
23,24,2022-03-12,249,35545.0,35545.0
24,25,2022-03-19,249,35581.0,35581.0
25,26,2022-03-26,249,35721.0,35721.0
26,27,2022-04-02,249,35904.0,35904.0
27,28,2022-04-09,249,,35904.0
28,29,2022-04-16,249,,35904.0
0,1,2021-10-02,250,,
1,2,2021-10-09,250,37869.0,37869.0
2,3,2021-10-16,250,38246.0,38246.0
3,4,2021-10-23,250,38710.0,38710.0
4,5,2021-10-30,250,39106.0,39106.0
5,6,2021-11-06,250,39431.0,39431.0
6,7,2021-11-13,250,39921.0,39921.0
7,8,2021-11-20,250,,40127.0
8,9,2021-11-27,250,40333.0,40333.0
9,10,2021-12-04,250,40673.0,40673.0
10,11,2021-12-11,250,40981.0,40981.0
11,12,2021-12-18,250,41293.0,41293.0
12,13,2021-12-25,250,41501.0,41501.0
13,14,2022-01-01,250,,41607.0
14,15,2022-01-08,250,,41713.0
15,16,2022-01-15,250,41819.0,41819.0
16,17,2022-01-22,250,42652.0,42652.0
17,18,2022-01-29,250,,42809.8
18,19,2022-02-05,250,,42967.6
19,20,2022-02-12,250,,43125.4
20,21,2022-02-19,250,,43283.2
21,22,2022-02-26,250,43441.0,43441.0
22,23,2022-03-05,250,43630.0,43630.0
23,24,2022-03-12,250,44092.0,44092.0
24,25,2022-03-19,250,44618.0,44618.0
25,26,2022-03-26,250,44948.0,44948.0
26,27,2022-04-02,250,,44948.0
27,28,2022-04-09,250,,44948.0
28,29,2022-04-16,250,,44948.0
0,1,2021-10-02,251,4146.0,4146.0
1,2,2021-10-09,251,4675.0,4675.0
2,3,2021-10-16,251,5076.0,5076.0
3,4,2021-10-23,251,5394.0,5394.0
4,5,2021-10-30,251,5863.0,5863.0
5,6,2021-11-06,251,6406.0,6406.0
6,7,2021-11-13,251,6914.0,6914.0
7,8,2021-11-20,251,7328.0,7328.0
8,9,2021-11-27,251,7860.0,7860.0
9,10,2021-12-04,251,8851.0,8851.0
10,11,2021-12-11,251,9788.0,9788.0
11,12,2021-12-18,251,10619.0,10619.0
12,13,2021-12-25,251,11315.0,11315.0
13,14,2022-01-01,251,12096.0,12096.0
14,15,2022-01-08,251,12983.0,12983.0
15,16,2022-01-15,251,13881.0,13881.0
16,17,2022-01-22,251,14653.0,14653.0
17,18,2022-01-29,251,,15005.0
18,19,2022-02-05,251,,15357.0
19,20,2022-02-12,251,15709.0,15709.0
20,21,2022-02-19,251,16558.0,16558.0
21,22,2022-02-26,251,17251.0,17251.0
22,23,2022-03-05,251,18243.0,18243.0
23,24,2022-03-12,251,19355.0,19355.0
24,25,2022-03-19,251,20142.0,20142.0
25,26,2022-03-26,251,21148.0,21148.0
26,27,2022-04-02,251,,21148.0
27,28,2022-04-09,251,,21148.0
28,29,2022-04-16,251,,21148.0
0,1,2021-10-02,252,2384.0,2384.0
1,2,2021-10-09,252,3085.0,3085.0
2,3,2021-10-16,252,3209.0,3209.0
3,4,2021-10-23,252,3289.0,3289.0
4,5,2021-10-30,252,3305.0,3305.0
5,6,2021-11-06,252,3350.0,3350.0
6,7,2021-11-13,252,3391.0,3391.0
7,8,2021-11-20,252,3787.0,3787.0
8,9,2021-11-27,252,4130.0,4130.0
9,10,2021-12-04,252,4250.0,4250.0
10,11,2021-12-11,252,4329.0,4329.0
11,12,2021-12-18,252,4413.0,4413.0
12,13,2021-12-25,252,,4418.0
13,14,2022-01-01,252,,4423.0
14,15,2022-01-08,252,4428.0,4428.0
15,16,2022-01-15,252,4742.0,4742.0
16,17,2022-01-22,252,5388.0,5388.0
17,18,2022-01-29,252,5997.0,5997.0
18,19,2022-02-05,252,6025.0,6025.0
19,20,2022-02-12,252,,6477.0
20,21,2022-02-19,252,6929.0,6929.0
21,22,2022-02-26,252,6971.0,6971.0
22,23,2022-03-05,252,7241.0,7241.0
23,24,2022-03-12,252,7319.0,7319.0
24,25,2022-03-19,252,7445.0,7445.0
25,26,2022-03-26,252,7636.0,7636.0
26,27,2022-04-02,252,,7636.0
27,28,2022-04-09,252,,7636.0
28,29,2022-04-16,252,,7636.0
0,1,2021-10-02,738,110940.0,110940.0
1,2,2021-10-09,738,111879.0,111879.0
2,3,2021-10-16,738,112478.0,112478.0
3,4,2021-10-23,738,113155.0,113155.0
4,5,2021-10-30,738,113881.0,113881.0
5,6,2021-11-06,738,114750.0,114750.0
6,7,2021-11-13,738,115520.0,115520.0
7,8,2021-11-20,738,116455.0,116455.0
8,9,2021-11-27,738,117049.0,117049.0
9,10,2021-12-04,738,117887.0,117887.0
10,11,2021-12-11,738,118586.0,118586.0
11,12,2021-12-18,738,119419.0,119419.0
12,13,2021-12-25,738,119877.0,119877.0
13,14,2022-01-01,738,,120110.0
14,15,2022-01-08,738,120343.0,120343.0
15,16,2022-01-15,738,121062.0,121062.0
16,17,2022-01-22,738,121230.0,121230.0
17,18,2022-01-29,738,121919.0,121919.0
18,19,2022-02-05,738,122778.0,122778.0
19,20,2022-02-12,738,,123649.0
20,21,2022-02-19,738,124520.0,124520.0
21,22,2022-02-26,738,124966.0,124966.0
22,23,2022-03-05,738,125852.0,125852.0
23,24,2022-03-12,738,126143.0,126143.0
24,25,2022-03-19,738,126985.0,126985.0
25,26,2022-03-26,738,127678.0,127678.0
26,27,2022-04-02,738,,127678.0
27,28,2022-04-09,738,,127678.0
28,29,2022-04-16,738,,127678.0
0,1,2021-10-02,739,,
1,2,2021-10-09,739,181698.0,181698.0
2,3,2021-10-16,739,182261.0,182261.0
3,4,2021-10-23,739,182767.0,182767.0
4,5,2021-10-30,739,183270.0,183270.0
5,6,2021-11-06,739,183743.0,183743.0
6,7,2021-11-13,739,184190.0,184190.0
7,8,2021-11-20,739,184325.0,184325.0
8,9,2021-11-27,739,,184413.0
9,10,2021-12-04,739,,184501.0
10,11,2021-12-11,739,184589.0,184589.0
11,12,2021-12-18,739,184689.0,184689.0
12,13,2021-12-25,739,,184968.75
13,14,2022-01-01,739,,185248.5
14,15,2022-01-08,739,,185528.25
15,16,2022-01-15,739,185808.0,185808.0
16,17,2022-01-22,739,186260.0,186260.0
17,18,2022-01-29,739,186747.0,186747.0
18,19,2022-02-05,739,187189.0,187189.0
19,20,2022-02-12,739,,187578.0
20,21,2022-02-19,739,187967.0,187967.0
21,22,2022-02-26,739,188294.0,188294.0
22,23,2022-03-05,739,188754.0,188754.0
23,24,2022-03-12,739,189162.0,189162.0
24,25,2022-03-19,739,189680.0,189680.0
25,26,2022-03-26,739,190291.0,190291.0
26,27,2022-04-02,739,190882.0,190882.0
27,28,2022-04-09,739,191559.0,191559.0
28,29,2022-04-16,739,192187.0,192187.0
0,1,2021-10-02,740,,
1,2,2021-10-09,740,127134.0,127134.0
2,3,2021-10-16,740,127458.0,127458.0
3,4,2021-10-23,740,128156.0,128156.0
4,5,2021-10-30,740,128684.0,128684.0
5,6,2021-11-06,740,129226.0,129226.0
6,7,2021-11-13,740,,129742.5
7,8,2021-11-20,740,130259.0,130259.0
8,9,2021-11-27,740,,130647.0
9,10,2021-12-04,740,131035.0,131035.0
10,11,2021-12-11,740,,131572.5
11,12,2021-12-18,740,132110.0,132110.0
12,13,2021-12-25,740,132662.0,132662.0
13,14,2022-01-01,740,,132847.5
14,15,2022-01-08,740,133033.0,133033.0
15,16,2022-01-15,740,,133563.5
16,17,2022-01-22,740,134094.0,134094.0
17,18,2022-01-29,740,134473.0,134473.0
18,19,2022-02-05,740,134662.0,134662.0
19,20,2022-02-12,740,135205.0,135205.0
20,21,2022-02-19,740,135562.0,135562.0
21,22,2022-02-26,740,135669.0,135669.0
22,23,2022-03-05,740,136276.0,136276.0
23,24,2022-03-12,740,136685.0,136685.0
24,25,2022-03-19,740,,137194.5
25,26,2022-03-26,740,137704.0,137704.0
26,27,2022-04-02,740,,137704.0
27,28,2022-04-09,740,,137704.0
28,29,2022-04-16,740,,137704.0
0,1,2021-10-02,741,196075.0,196075.0
1,2,2021-10-09,741,196325.0,196325.0
2,3,2021-10-16,741,196625.0,196625.0
3,4,2021-10-23,741,196975.0,196975.0
4,5,2021-10-30,741,197425.0,197425.0
5,6,2021-11-06,741,197800.0,197800.0
6,7,2021-11-13,741,,198112.5
7,8,2021-11-20,741,198425.0,198425.0
8,9,2021-11-27,741,198700.0,198700.0
9,10,2021-12-04,741,,198950.0
10,11,2021-12-11,741,199200.0,199200.0
11,12,2021-12-18,741,,199425.0
12,13,2021-12-25,741,199650.0,199650.0
13,14,2022-01-01,741,,199875.0
14,15,2022-01-08,741,200100.0,200100.0
15,16,2022-01-15,741,200500.0,200500.0
16,17,2022-01-22,741,200850.0,200850.0
17,18,2022-01-29,741,,201100.0
18,19,2022-02-05,741,201350.0,201350.0
19,20,2022-02-12,741,,201625.0
20,21,2022-02-19,741,201900.0,201900.0
21,22,2022-02-26,741,202150.0,202150.0
22,23,2022-03-05,741,202450.0,202450.0
23,24,2022-03-12,741,202650.0,202650.0
24,25,2022-03-19,741,,202892.5
25,26,2022-03-26,741,203135.0,203135.0
26,27,2022-04-02,741,,203135.0
27,28,2022-04-09,741,,203135.0
28,29,2022-04-16,741,,203135.0
0,1,2021-10-02,743,,
1,2,2021-10-09,743,152406.0,152406.0
2,3,2021-10-16,743,152907.0,152907.0
3,4,2021-10-23,743,153720.0,153720.0
4,5,2021-10-30,743,154364.0,154364.0
5,6,2021-11-06,743,154811.0,154811.0
6,7,2021-11-13,743,155226.0,155226.0
7,8,2021-11-20,743,155232.0,155232.0
8,9,2021-11-27,743,155581.0,155581.0
9,10,2021-12-04,743,155947.0,155947.0
10,11,2021-12-11,743,156207.0,156207.0
11,12,2021-12-18,743,156658.0,156658.0
12,13,2021-12-25,743,,156819.0
13,14,2022-01-01,743,,156980.0
14,15,2022-01-08,743,,157141.0
15,16,2022-01-15,743,157302.0,157302.0
16,17,2022-01-22,743,157700.0,157700.0
17,18,2022-01-29,743,157919.0,157919.0
18,19,2022-02-05,743,158327.0,158327.0
19,20,2022-02-12,743,,158720.0
20,21,2022-02-19,743,159113.0,159113.0
21,22,2022-02-26,743,159340.0,159340.0
22,23,2022-03-05,743,159632.0,159632.0
23,24,2022-03-12,743,159838.0,159838.0
24,25,2022-03-19,743,160178.0,160178.0
25,26,2022-03-26,743,160460.0,160460.0
26,27,2022-04-02,743,160835.0,160835.0
27,28,2022-04-09,743,161228.0,161228.0
28,29,2022-04-16,743,161527.0,161527.0
0,1,2021-10-02,746,140385.0,140385.0
1,2,2021-10-09,746,141121.0,141121.0
2,3,2021-10-16,746,,141572.0
3,4,2021-10-23,746,142023.0,142023.0
4,5,2021-10-30,746,,143012.0
5,6,2021-11-06,746,144001.0,144001.0
6,7,2021-11-13,746,145100.0,145100.0
7,8,2021-11-20,746,145964.0,145964.0
8,9,2021-11-27,746,,146096.0
9,10,2021-12-04,746,,146228.0
10,11,2021-12-11,746,,146360.0
11,12,2021-12-18,746,,146492.0
12,13,2021-12-25,746,146624.0,146624.0
13,14,2022-01-01,746,,146682.0
14,15,2022-01-08,746,146740.0,146740.0
15,16,2022-01-15,746,,147003.5
16,17,2022-01-22,746,147267.0,147267.0
17,18,2022-01-29,746,147710.0,147710.0
18,19,2022-02-05,746,148060.0,148060.0
19,20,2022-02-12,746,148415.0,148415.0
20,21,2022-02-19,746,148883.0,148883.0
21,22,2022-02-26,746,149089.0,149089.0
22,23,2022-03-05,746,149318.0,149318.0
23,24,2022-03-12,746,149613.0,149613.0
24,25,2022-03-19,746,,149860.0
25,26,2022-03-26,746,150107.0,150107.0
26,27,2022-04-02,746,,150107.0
27,28,2022-04-09,746,,150107.0
28,29,2022-04-16,746,,150107.0
